┌─────────┬───────┬───────┬───────┬───────┬────────┬────────────┬───────────┬─────────┬────────────┬─────────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬────┬──────────┬─────┬────────┬─────┬──────┬─────────┬─────────────┬───────────┬───────────────┐
│ (index) │   c   │   h   │   l   │   o   │   sd   │   val_sd   │ total_vol │ sum_vol │    val     │  acum_val   │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │  asd   │ auk │ rsd  │  bu-sd  │  bu-sd_val  │ acum_busd │ acum_busd_val │
│   71    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  1000  │  12550000  │  677700   │  1000   │  12550000  │ 8505135000  │ 1670851560000 │ '2022-12-12T13:26:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.1  │  -1000  │  -12550000  │  -677700  │  -8505135000  │
│   72    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  6100  │  76555000  │  683800   │  6100   │  76555000  │ 8581690000  │ 1670851920000 │ '2022-12-12T13:32:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.7  │  -6100  │  -76555000  │  -683800  │  -8581690000  │
│   73    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  200   │  2510000   │  684000   │   200   │  2510000   │ 8584200000  │ 1670852040000 │ '2022-12-12T13:34:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │  0   │  -200   │  -2510000   │  -684000  │  -8584200000  │
│   74    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  1000  │  12550000  │  685000   │  1000   │  12550000  │ 8596750000  │ 1670852160000 │ '2022-12-12T13:36:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.1  │  -1000  │  -12550000  │  -685000  │  -8596750000  │
│   75    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  2100  │  26355000  │  687100   │  2100   │  26355000  │ 8623105000  │ 1670852280000 │ '2022-12-12T13:38:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.2  │  -2100  │  -26355000  │  -687100  │  -8623105000  │
│   76    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  300   │  3765000   │  687400   │   300   │  3765000   │ 8626870000  │ 1670852400000 │ '2022-12-12T13:40:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │  0   │  -300   │  -3765000   │  -687400  │  -8626870000  │
│   77    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  1200  │  15060000  │  688600   │  1200   │  15060000  │ 8641930000  │ 1670852520000 │ '2022-12-12T13:42:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.1  │  -1200  │  -15060000  │  -688600  │  -8641930000  │
│   78    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  2600  │  32630000  │  691200   │  2600   │  32630000  │ 8674560000  │ 1670852640000 │ '2022-12-12T13:44:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.3  │  -2600  │  -32630000  │  -691200  │  -8674560000  │
│   79    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  1700  │  21335000  │  692900   │  1700   │  21335000  │ 8695895000  │ 1670852760000 │ '2022-12-12T13:46:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.2  │  -1700  │  -21335000  │  -692900  │  -8695895000  │
│   80    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  800   │  10040000  │  693700   │   800   │  10040000  │ 8705935000  │ 1670853000000 │ '2022-12-12T13:50:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.1  │  -800   │  -10040000  │  -693700  │  -8705935000  │
├─────────┼───────┼───────┼───────┼───────┼────────┼────────────┼───────────┼─────────┼────────────┼─────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼────────┼─────┼──────┼─────────┼─────────────┼───────────┼───────────────┤
│ (index) │   c   │   h   │   l   │   o   │   sd   │   val_sd   │ total_vol │ sum_vol │    val     │  acum_val   │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │  asd   │ auk │ rsd  │  bu-sd  │  bu-sd_val  │ acum_busd │ acum_busd_val │
├─────────┼───────┼───────┼───────┼───────┼────────┼────────────┼───────────┼─────────┼────────────┼─────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼────────┼─────┼──────┼─────────┼─────────────┼───────────┼───────────────┤
│   81    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  5200  │  65260000  │  698900   │  5200   │  65260000  │ 8771195000  │ 1670853240000 │ '2022-12-12T13:54:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.6  │  -5200  │  -65260000  │  -698900  │  -8771195000  │
│   82    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  7700  │  96635000  │  706600   │  7700   │  96635000  │ 8867830000  │ 1670853360000 │ '2022-12-12T13:56:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.9  │  -7700  │  -96635000  │  -706600  │  -8867830000  │
│   83    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  1600  │  20080000  │  708200   │  1600   │  20080000  │ 8887910000  │ 1670853480000 │ '2022-12-12T13:58:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.2  │  -1600  │  -20080000  │  -708200  │  -8887910000  │
│   84    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  100   │  1255000   │  708300   │   100   │  1255000   │ 8889165000  │ 1670853720000 │ '2022-12-12T14:02:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │  0   │  -100   │  -1255000   │  -708300  │  -8889165000  │
│   85    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  100   │  1255000   │  708400   │   100   │  1255000   │ 8890420000  │ 1670853840000 │ '2022-12-12T14:04:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │  0   │  -100   │  -1255000   │  -708400  │  -8890420000  │
│   86    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  1800  │  22590000  │  710200   │  1800   │  22590000  │ 8913010000  │ 1670853960000 │ '2022-12-12T14:06:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.2  │  -1800  │  -22590000  │  -710200  │  -8913010000  │
│   87    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  1200  │  15060000  │  711400   │  1200   │  15060000  │ 8928070000  │ 1670854200000 │ '2022-12-12T14:10:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.1  │  -1200  │  -15060000  │  -711400  │  -8928070000  │
│   88    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  800   │  10040000  │  712200   │   800   │  10040000  │ 8938110000  │ 1670854320000 │ '2022-12-12T14:12:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.1  │  -800   │  -10040000  │  -712200  │  -8938110000  │
│   89    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │ 10000  │ 125500000  │  722200   │  10000  │ 125500000  │ 9063610000  │ 1670854440000 │ '2022-12-12T14:14:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 1.1  │ -10000  │ -125500000  │  -722200  │  -9063610000  │
│   90    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  100   │  1255000   │  722300   │   100   │  1255000   │ 9064865000  │ 1670854560000 │ '2022-12-12T14:16:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │  0   │  -100   │  -1255000   │  -722300  │  -9064865000  │
│   91    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  1500  │  18825000  │  723800   │  1500   │  18825000  │ 9083690000  │ 1670854680000 │ '2022-12-12T14:18:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.2  │  -1500  │  -18825000  │  -723800  │  -9083690000  │
│   92    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  4500  │  56475000  │  728300   │  4500   │  56475000  │ 9140165000  │ 1670854800000 │ '2022-12-12T14:20:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.5  │  -4500  │  -56475000  │  -728300  │  -9140165000  │
│   93    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  8600  │ 107930000  │  736900   │  8600   │ 107930000  │ 9248095000  │ 1670854920000 │ '2022-12-12T14:22:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │  1   │  -8600  │ -107930000  │  -736900  │  -9248095000  │
│   94    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │ 23100  │ 289905000  │  760000   │  23100  │ 289905000  │ 9538000000  │ 1670855040000 │ '2022-12-12T14:24:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 2.6  │ -23100  │ -289905000  │  -760000  │  -9538000000  │
│   95    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │ 87900  │ 1103145000 │  847900   │  87900  │ 1103145000 │ 10641145000 │ 1670855160000 │ '2022-12-12T14:26:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │  10  │ -87900  │ -1103145000 │  -847900  │ -10641145000  │
│   96    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │  4600  │  57730000  │  852500   │  4600   │  57730000  │ 10698875000 │ 1670855280000 │ '2022-12-12T14:28:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 0.5  │  -4600  │  -57730000  │  -852500  │ -10698875000  │
│   97    │ 12.55 │ 12.55 │ 12.55 │ 12.55 │ 12900  │ 161895000  │  865400   │  12900  │ 161895000  │ 10860770000 │ 1670856240000 │ '2022-12-12T14:44:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 8830.6 │  0  │ 1.5  │ -12900  │ -161895000  │  -865400  │ -10860770000  │
└─────────┴───────┴───────┴───────┴───────┴────────┴────────────┴───────────┴─────────┴────────────┴─────────────┴───────────────┴────────────────────────────┴─────┴─────┴─────┴────┴──────────┴─────┴────────┴─────┴──────┴─────────┴─────────────┴───────────┴───────────────┘

