┌─────────┬───────────────┬─────────┬──────────┬──────────┬──────────────┬──────────────┬──────────────┬──────────┬──────────────┬────────────────────────────┬────────────────┬───────────┬──────────┬──────────────┬───────────┬───────────────┬───────────────┬───────────────┬───────────┬───────────┬───────────────┬───────────────┬───────────────┬───────────┬───────────┬───────────┬───────────┬───────────────┬───────┬─────┬─────┐
│ (index) │   datetime    │   sd    │    bu    │    uk    │    val_sd    │    val_bu    │    val_uk    │ sum_vol  │     val      │            date            │    acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │  avg_val_sd   │    avg_val    │  avg_vol  │  avg_bu   │  avg_sd   │ avg_busd  │ avg_busd_val  │ rbusd │ rbu │ rsd │
│   45    │ 1676889840000 │ 1430900 │ 2207400  │   6600   │ 22732959000  │ 36041737000  │  157722000   │ 3644900  │ 58932418000  │ '2023-02-20T10:44:00.000Z' │ 3086868519000  │ 201500900 │  776500  │ 13308778000  │ 33266600  │ 618296624000  │ 1821218037000 │ 1202921413000 │ 114113800 │ 80847200  │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.6  │ 0.7 │ 0.7 │
│   46    │ 1676889960000 │ 874400  │ 1590000  │   1300   │ 16841172000  │ 30127159000  │   23208000   │ 2465700  │ 46991539000  │ '2023-02-20T10:46:00.000Z' │ 3133860058000  │ 203966600 │  715600  │ 13285987000  │ 33982200  │ 631582611000  │ 1851345196000 │ 1219762585000 │ 115703800 │ 81721600  │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.6  │ 0.6 │ 0.5 │
│   47    │ 1676890080000 │ 1106200 │ 1514500  │   700    │ 20677887000  │ 30727549000  │   38599000   │ 2621400  │ 51444035000  │ '2023-02-20T10:48:00.000Z' │ 3185304093000  │ 206588000 │  408300  │ 10049662000  │ 34390500  │ 641632273000  │ 1882072745000 │ 1240440472000 │ 117218300 │ 82827800  │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.5  │ 0.6 │ 0.6 │
│   48    │ 1676890200000 │ 1237300 │ 1731000  │  10500   │ 20171055000  │ 34203261000  │   90784000   │ 2978800  │ 54465100000  │ '2023-02-20T10:50:00.000Z' │ 3239769193000  │ 209566800 │  493700  │ 14032206000  │ 34884200  │ 655664479000  │ 1916276006000 │ 1260611527000 │ 118949300 │ 84065100  │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.6  │ 0.6 │ 0.6 │
│   49    │ 1676890320000 │ 1184500 │ 2042600  │   700    │ 20365949000  │ 35982908000  │   26535000   │ 3227800  │ 56375392000  │ '2023-02-20T10:52:00.000Z' │ 3296144585000  │ 212794600 │  858100  │ 15616959000  │ 35742300  │ 671281438000  │ 1952258914000 │ 1280977476000 │ 120991900 │ 85249600  │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.7  │ 0.7 │ 0.6 │
│   50    │ 1676890440000 │ 1980700 │ 1394100  │  17300   │ 31422245000  │ 20780373000  │  405815000   │ 3392100  │ 52608433000  │ '2023-02-20T10:54:00.000Z' │ 3348753018000  │ 216186700 │ -586600  │ -10641872000 │ 35155700  │ 660639566000  │ 1973039287000 │ 1312399721000 │ 122386000 │ 87230300  │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -0.5  │ 0.4 │  1  │
│   51    │ 1676890560000 │ 934100  │  993400  │  19700   │ 16812244000  │ 15821845000  │  155485000   │ 1947200  │ 32789574000  │ '2023-02-20T10:56:00.000Z' │ 3381542592000  │ 218133900 │  59300   │  -990399000  │ 35215000  │ 659649167000  │ 1988861132000 │ 1329211965000 │ 123379400 │ 88164400  │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  -0   │ 0.3 │ 0.5 │
│   52    │ 1676890680000 │ 1130600 │ 1250600  │   600    │ 18607797000  │ 18656907000  │   23560000   │ 2381800  │ 37288264000  │ '2023-02-20T10:58:00.000Z' │ 3418830856000  │ 220515700 │  120000  │   49110000   │ 35335000  │ 659698277000  │ 2007518039000 │ 1347819762000 │ 124630000 │ 89295000  │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │   0   │ 0.3 │ 0.6 │
│   53    │ 1676890800000 │ 1503000 │  943200  │  17600   │ 25205503000  │ 16495785000  │  148198000   │ 2463800  │ 41849486000  │ '2023-02-20T11:00:00.000Z' │ 3460680342000  │ 222979500 │ -559800  │ -8709718000  │ 34775200  │ 650988559000  │ 2024013824000 │ 1373025265000 │ 125573200 │ 90798000  │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -0.4  │ 0.3 │ 0.8 │
│   54    │ 1676890920000 │ 1617200 │  619700  │    0     │ 26992695000  │ 11251423000  │      0       │ 2236900  │ 38244118000  │ '2023-02-20T11:02:00.000Z' │ 3498924460000  │ 225216400 │ -997500  │ -15741272000 │ 33777700  │ 635247287000  │ 2035265247000 │ 1400017960000 │ 126192900 │ 92415200  │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -0.7  │ 0.2 │ 0.8 │
│   55    │ 1676891040000 │ 1485800 │  568900  │   4200   │ 26012616000  │ 10869618000  │  176666000   │ 2058900  │ 37058900000  │ '2023-02-20T11:04:00.000Z' │ 3535983360000  │ 227275300 │ -916900  │ -15142998000 │ 32860800  │ 620104289000  │ 2046134865000 │ 1426030576000 │ 126761800 │ 93901000  │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -0.7  │ 0.2 │ 0.8 │
│   56    │ 1676891160000 │ 1892800 │  972600  │  21000   │ 31475947000  │ 16846110000  │  175301000   │ 2886400  │ 48497358000  │ '2023-02-20T11:06:00.000Z' │ 3584480718000  │ 230161700 │ -920200  │ -14629837000 │ 31940600  │ 605474452000  │ 2062980975000 │ 1457506523000 │ 127734400 │ 95793800  │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -0.7  │ 0.3 │  1  │
│   57    │ 1676891280000 │ 1541200 │ 1008000  │   5800   │ 21157300000  │ 17835711000  │  250560000   │ 2555000  │ 39243571000  │ '2023-02-20T11:08:00.000Z' │ 3623724289000  │ 232716700 │ -533200  │ -3321589000  │ 31407400  │ 602152863000  │ 2080816686000 │ 1478663823000 │ 128742400 │ 97335000  │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -0.2  │ 0.3 │ 0.7 │
│   58    │ 1676891400000 │ 1380300 │ 1564800  │  22600   │ 21030449000  │ 29516781000  │  253651000   │ 2967700  │ 50800881000  │ '2023-02-20T11:10:00.000Z' │ 3674525170000  │ 235684400 │  184500  │  8486332000  │ 31591900  │ 610639195000  │ 2110333467000 │ 1499694272000 │ 130307200 │ 98715300  │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.4  │ 0.5 │ 0.6 │
│   59    │ 1676891520000 │ 814300  │ 2386100  │   9600   │ 13659045000  │ 41393052000  │   29568000   │ 3210000  │ 55081665000  │ '2023-02-20T11:12:00.000Z' │ 3729606835000  │ 238894400 │ 1571800  │ 27734007000  │ 33163700  │ 638373202000  │ 2151726519000 │ 1513353317000 │ 132693300 │ 99529600  │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  1.3  │ 0.8 │ 0.4 │
│   60    │ 1676891640000 │ 655300  │ 2239700  │   4600   │ 11923801000  │ 43599236000  │   97131000   │ 2899600  │ 55620168000  │ '2023-02-20T11:14:00.000Z' │ 3785227003000  │ 241794000 │ 1584400  │ 31675435000  │ 34748100  │ 670048637000  │ 2195325755000 │ 1525277118000 │ 134933000 │ 100184900 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  1.4  │ 0.8 │ 0.4 │
├─────────┼───────────────┼─────────┼──────────┼──────────┼──────────────┼──────────────┼──────────────┼──────────┼──────────────┼────────────────────────────┼────────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────┼───────────┼───────────────┼───────┼─────┼─────┤
│ (index) │   datetime    │   sd    │    bu    │    uk    │    val_sd    │    val_bu    │    val_uk    │ sum_vol  │     val      │            date            │    acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │  avg_val_sd   │    avg_val    │  avg_vol  │  avg_bu   │  avg_sd   │ avg_busd  │ avg_busd_val  │ rbusd │ rbu │ rsd │
├─────────┼───────────────┼─────────┼──────────┼──────────┼──────────────┼──────────────┼──────────────┼──────────┼──────────────┼────────────────────────────┼────────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────┼───────────┼───────────────┼───────┼─────┼─────┤
│   61    │ 1676891760000 │ 678400  │ 3105100  │  45900   │ 14127750000  │ 53968735000  │  1025416000  │ 3829400  │ 69121901000  │ '2023-02-20T11:16:00.000Z' │ 3854348904000  │ 245623400 │ 2426700  │ 39840985000  │ 37174800  │ 709889622000  │ 2249294490000 │ 1539404868000 │ 138038100 │ 100863300 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  1.8  │  1  │ 0.4 │
│   62    │ 1676891880000 │ 817700  │ 4210800  │   8300   │ 15491231000  │ 75898339000  │  131858000   │ 5036800  │ 91521428000  │ '2023-02-20T11:18:00.000Z' │ 3945870332000  │ 250660200 │ 3393100  │ 60407108000  │ 40567900  │ 770296730000  │ 2325192829000 │ 1554896099000 │ 142248900 │ 101681000 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  2.7  │ 1.4 │ 0.5 │
│   63    │ 1676892000000 │ 1020900 │ 6896500  │  28200   │ 18292786000  │ 116417041000 │  763830000   │ 7945600  │ 135473657000 │ '2023-02-20T11:20:00.000Z' │ 4081343989000  │ 258605800 │ 5875600  │ 98124255000  │ 46443500  │ 868420985000  │ 2441609870000 │ 1573188885000 │ 149145400 │ 102701900 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  4.4  │ 2.1 │ 0.6 │
│   64    │ 1676892120000 │ 1110400 │ 4826700  │  24300   │ 20658297000  │ 84824630000  │  216090000   │ 5961400  │ 105699017000 │ '2023-02-20T11:22:00.000Z' │ 4187043006000  │ 264567200 │ 3716300  │ 64166333000  │ 50159800  │ 932587318000  │ 2526434500000 │ 1593847182000 │ 153972100 │ 103812300 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  2.9  │ 1.6 │ 0.6 │
│   65    │ 1676892240000 │ 1262000 │ 4387600  │  12800   │ 23581273000  │ 83563234000  │  373885000   │ 5662400  │ 107518392000 │ '2023-02-20T11:24:00.000Z' │ 4294561398000  │ 270229600 │ 3125600  │ 59981961000  │ 53285400  │ 992569279000  │ 2609997734000 │ 1617428455000 │ 158359700 │ 105074300 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  2.7  │ 1.5 │ 0.7 │
│   66    │ 1676892360000 │ 1646100 │ 3008200  │  25800   │ 27576892000  │ 53043894000  │  124998000   │ 4680100  │ 80745784000  │ '2023-02-20T11:26:00.000Z' │ 4375307182000  │ 274909700 │ 1362100  │ 25467002000  │ 54647500  │ 1018036281000 │ 2663041628000 │ 1645005347000 │ 161367900 │ 106720400 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  1.2  │  1  │ 0.9 │
│   67    │ 1676892480000 │ 1565600 │ 2352200  │   7600   │ 24793066000  │ 39578842000  │  124247000   │ 3925400  │ 64496155000  │ '2023-02-20T11:28:00.000Z' │ 4439803337000  │ 278835100 │  786600  │ 14785776000  │ 55434100  │ 1032822057000 │ 2702620470000 │ 1669798413000 │ 163720100 │ 108286000 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.7  │ 0.7 │ 0.8 │
│   68    │ 1676892600000 │  5000   │   1300   │    0     │   92160000   │   19810000   │      0       │   6300   │  111970000   │ '2023-02-20T11:30:00.000Z' │ 4439915307000  │ 278841400 │  -3700   │  -72350000   │ 55430400  │ 1032749707000 │ 2702640280000 │ 1669890573000 │ 163721400 │ 108291000 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  -0   │  0  │  0  │
│   69    │ 1676898000000 │ 5338600 │ 6500600  │  285100  │ 83720347000  │ 107745596000 │  8274379000  │ 12124300 │ 199740322000 │ '2023-02-20T13:00:00.000Z' │ 4639655629000  │ 290965700 │ 1162000  │ 24025249000  │ 56592400  │ 1056774956000 │ 2810385876000 │ 1753610920000 │ 170222000 │ 113629600 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  1.1  │  2  │ 2.6 │
│   70    │ 1676898120000 │ 2669000 │ 2626900  │  128900  │ 47682249000  │ 41311374000  │  2625496000  │ 5424800  │ 91619119000  │ '2023-02-20T13:02:00.000Z' │ 4731274748000  │ 296390500 │  -42100  │ -6370875000  │ 56550300  │ 1050404081000 │ 2851697250000 │ 1801293169000 │ 172848900 │ 116298600 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -0.3  │ 0.8 │ 1.5 │
│   71    │ 1676898240000 │ 3439500 │ 1708900  │   7000   │ 55844124000  │ 29587267000  │   74500000   │ 5155400  │ 85505891000  │ '2023-02-20T13:04:00.000Z' │ 4816780639000  │ 301545900 │ -1730600 │ -26256857000 │ 54819700  │ 1024147224000 │ 2881284517000 │ 1857137293000 │ 174557800 │ 119738100 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -1.2  │ 0.5 │ 1.7 │
│   72    │ 1676898360000 │ 2022100 │ 1369300  │  37500   │ 33142818000  │ 24145645000  │  742510000   │ 3428900  │ 58030973000  │ '2023-02-20T13:06:00.000Z' │ 4874811612000  │ 304974800 │ -652800  │ -8997173000  │ 54166900  │ 1015150051000 │ 2905430162000 │ 1890280111000 │ 175927100 │ 121760200 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -0.4  │ 0.4 │  1  │
│   73    │ 1676898480000 │ 2182300 │ 1658700  │   8900   │ 39269346000  │ 30171204000  │  251147000   │ 3849900  │ 69691697000  │ '2023-02-20T13:08:00.000Z' │ 4944503309000  │ 308824700 │ -523600  │ -9098142000  │ 53643300  │ 1006051909000 │ 2935601366000 │ 1929549457000 │ 177585800 │ 123942500 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -0.4  │ 0.6 │ 1.2 │
│   74    │ 1676898600000 │ 2384800 │ 2227500  │   7300   │ 46081935000  │ 34331322000  │  204170000   │ 4619600  │ 80617427000  │ '2023-02-20T13:10:00.000Z' │ 5025120736000  │ 313444300 │ -157300  │ -11750613000 │ 53486000  │ 994301296000  │ 2969932688000 │ 1975631392000 │ 179813300 │ 126327300 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -0.5  │ 0.6 │ 1.4 │
│   75    │ 1676898720000 │ 1915500 │ 1568200  │  12600   │ 38251297000  │ 28350772000  │  133294000   │ 3496300  │ 66735363000  │ '2023-02-20T13:12:00.000Z' │ 5091856099000  │ 316940600 │ -347300  │ -9900525000  │ 53138700  │ 984400771000  │ 2998283460000 │ 2013882689000 │ 181381500 │ 128242800 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -0.4  │ 0.5 │ 1.2 │
│   76    │ 1676898840000 │ 1682100 │ 2008400  │   2400   │ 30892547000  │ 39693131000  │   42335000   │ 3692900  │ 70628013000  │ '2023-02-20T13:14:00.000Z' │ 5162484112000  │ 320633500 │  326300  │  8800584000  │ 53465000  │ 993201355000  │ 3037976591000 │ 2044775236000 │ 183389900 │ 129924900 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.4  │ 0.7 │  1  │
│   77    │ 1676898960000 │ 2111700 │ 1862700  │   7300   │ 38551331000  │ 37032078000  │  102183000   │ 3981700  │ 75685592000  │ '2023-02-20T13:16:00.000Z' │ 5238169704000  │ 324615200 │ -249000  │ -1519253000  │ 53216000  │ 991682102000  │ 3075008669000 │ 2083326567000 │ 185252600 │ 132036600 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -0.1  │ 0.7 │ 1.2 │
│   78    │ 1676899080000 │ 2165300 │ 2214600  │   6700   │ 39930291000  │ 39267618000  │  174537000   │ 4386600  │ 79372446000  │ '2023-02-20T13:18:00.000Z' │ 5317542150000  │ 329001800 │  49300   │  -662673000  │ 53265300  │ 991019429000  │ 3114276287000 │ 2123256858000 │ 187467200 │ 134201900 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  -0   │ 0.7 │ 1.2 │
│   79    │ 1676899200000 │ 1849800 │ 2009400  │   6600   │ 33731919000  │ 37366890000  │  133810000   │ 3865800  │ 71232619000  │ '2023-02-20T13:20:00.000Z' │ 5388774769000  │ 332867600 │  159600  │  3634971000  │ 53424900  │ 994654400000  │ 3151643177000 │ 2156988777000 │ 189476600 │ 136051700 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.2  │ 0.7 │  1  │
│   80    │ 1676899320000 │ 1721500 │ 2203600  │   9000   │ 31618031000  │ 37176796000  │  428302000   │ 3934100  │ 69223129000  │ '2023-02-20T13:22:00.000Z' │ 5457997898000  │ 336801700 │  482100  │  5558765000  │ 53907000  │ 1000213165000 │ 3188819973000 │ 2188606808000 │ 191680200 │ 137773200 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.3  │ 0.7 │  1  │
├─────────┼───────────────┼─────────┼──────────┼──────────┼──────────────┼──────────────┼──────────────┼──────────┼──────────────┼────────────────────────────┼────────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────┼───────────┼───────────────┼───────┼─────┼─────┤
│ (index) │   datetime    │   sd    │    bu    │    uk    │    val_sd    │    val_bu    │    val_uk    │ sum_vol  │     val      │            date            │    acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │  avg_val_sd   │    avg_val    │  avg_vol  │  avg_bu   │  avg_sd   │ avg_busd  │ avg_busd_val  │ rbusd │ rbu │ rsd │
├─────────┼───────────────┼─────────┼──────────┼──────────┼──────────────┼──────────────┼──────────────┼──────────┼──────────────┼────────────────────────────┼────────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────┼───────────┼───────────────┼───────┼─────┼─────┤
│   81    │ 1676899440000 │ 1364400 │ 3455700  │  17100   │ 23741363000  │ 56594198000  │  162477000   │ 4837200  │ 80498038000  │ '2023-02-20T13:24:00.000Z' │ 5538495936000  │ 341638900 │ 2091300  │ 32852835000  │ 55998300  │ 1033066000000 │ 3245414171000 │ 2212348171000 │ 195135900 │ 139137600 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  1.5  │  1  │ 0.7 │
│   82    │ 1676899560000 │ 1783100 │ 3765800  │  25700   │ 30447476000  │ 63332774000  │  322486000   │ 5574600  │ 94102736000  │ '2023-02-20T13:26:00.000Z' │ 5632598672000  │ 347213500 │ 1982700  │ 32885298000  │ 57981000  │ 1065951298000 │ 3308746945000 │ 2242795647000 │ 198901700 │ 140920700 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  1.5  │ 1.2 │ 0.9 │
│   83    │ 1676899680000 │ 1775700 │ 4017200  │   7700   │ 29918562000  │ 73742788000  │   28510000   │ 5800600  │ 103689860000 │ '2023-02-20T13:28:00.000Z' │ 5736288532000  │ 353014100 │ 2241500  │ 43824226000  │ 60222500  │ 1109775524000 │ 3382489733000 │ 2272714209000 │ 202918900 │ 142696400 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │   2   │ 1.4 │ 0.9 │
│   84    │ 1676899800000 │ 1695300 │ 5870700  │  20600   │ 29025137000  │ 103203711000 │  535223000   │ 7586600  │ 132764071000 │ '2023-02-20T13:30:00.000Z' │ 5869052603000  │ 360600700 │ 4175400  │ 74178574000  │ 64397900  │ 1183954098000 │ 3485693444000 │ 2301739346000 │ 208789600 │ 144391700 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  3.4  │ 1.9 │ 0.9 │
│   85    │ 1676899920000 │ 1492800 │ 5172000  │   4000   │ 26661401000  │ 93654642000  │   49488000   │ 6668800  │ 120365531000 │ '2023-02-20T13:32:00.000Z' │ 5989418134000  │ 367269500 │ 3679200  │ 66993241000  │ 68077100  │ 1250947339000 │ 3579348086000 │ 2328400747000 │ 213961600 │ 145884500 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │   3   │ 1.7 │ 0.8 │
│   86    │ 1676900040000 │ 1516000 │ 6667400  │  71200   │ 27707005000  │ 117125358000 │  1220234000  │ 8254600  │ 146052597000 │ '2023-02-20T13:34:00.000Z' │ 6135470731000  │ 375524100 │ 5151400  │ 89418353000  │ 73228500  │ 1340365692000 │ 3696473444000 │ 2356107752000 │ 220629000 │ 147400500 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │   4   │ 2.1 │ 0.9 │
│   87    │ 1676900160000 │ 1471200 │ 9673500  │  11600   │ 28383149000  │ 167073969000 │  326261000   │ 11156300 │ 195783379000 │ '2023-02-20T13:36:00.000Z' │ 6331254110000  │ 386680400 │ 8202300  │ 138690820000 │ 81430800  │ 1479056512000 │ 3863547413000 │ 2384490901000 │ 230302500 │ 148871700 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  6.3  │ 3.1 │ 0.9 │
│   88    │ 1676900280000 │ 2348900 │ 9501400  │  122100  │ 39786666000  │ 158020580000 │  1186167000  │ 11972400 │ 198993413000 │ '2023-02-20T13:38:00.000Z' │ 6530247523000  │ 398652800 │ 7152500  │ 118233914000 │ 88583300  │ 1597290426000 │ 4021567993000 │ 2424277567000 │ 239803900 │ 151220600 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  5.3  │ 2.9 │ 1.2 │
│   89    │ 1676900400000 │ 4002800 │ 5569000  │  22500   │ 69357535000  │ 94644083000  │  364370000   │ 9594300  │ 164365988000 │ '2023-02-20T13:40:00.000Z' │ 6694613511000  │ 408247100 │ 1566200  │ 25286548000  │ 90149500  │ 1622576974000 │ 4116212076000 │ 2493635102000 │ 245372900 │ 155223400 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  1.1  │ 1.7 │ 2.1 │
│   90    │ 1676900520000 │ 4730100 │ 3320900  │  16000   │ 79649647000  │ 58732758000  │  257838000   │ 8067000  │ 138640243000 │ '2023-02-20T13:42:00.000Z' │ 6833253754000  │ 416314100 │ -1409200 │ -20916889000 │ 88740300  │ 1601660085000 │ 4174944834000 │ 2573284749000 │ 248693800 │ 159953500 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │ -0.9  │ 1.1 │ 2.5 │
│   91    │ 1676900640000 │ 3042300 │ 3662300  │   8300   │ 57895248000  │ 63140001000  │  125621000   │ 6712900  │ 121160870000 │ '2023-02-20T13:44:00.000Z' │ 6954414624000  │ 423027000 │  620000  │  5244753000  │ 89360300  │ 1606904838000 │ 4238084835000 │ 2631179997000 │ 252356100 │ 162995800 │ 54573600008.6 │ 32441994672.4 │ 89722533232.8 │ 5168288.8 │ 3090480.2 │ 1908120.7 │ 1182359.5 │ 22131605336.2 │  0.2  │ 1.2 │ 1.8 │
